# LIFESPAN SIMULATION WITH INTEGRATED MODEL
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
# 23 division(s) with average generation time 1.595454545454556
time	growth	glucose	O2	CO2	ethanol	acetate	glycerol	pyruvate	ATP	Dformation	P	D	M	enzymeUsage	glucose(bool)	H2O2(bool)	Trx1/2(bool)	superoxide	H2O2 production
16.99999999999997	0.29945019793030353	9.125034209954514	2.6854680734087504	16.1742858987638	13.284275027364423	0.2577845407356928	0.048	6.189036838577522e-8	0.7	0.0001	0.45495416670012595	0.005045833299869045	1.4770234091491086	0.03758415511424729	1.0	0.0	1.0	0.014813870298289455	0.007406935149144728
17.099999999999973	0.29944819662988886	9.12498005677	2.6854491116553465	16.17419098241161	13.284200255172795	0.2577822316406323	0.048	6.188988876942858e-8	0.7	0.0001	0.4549498695790388	0.005050130420956135	1.5219214862555945	0.03758380010743074	1.0	0.0	1.0	0.014813667788723436	0.007406833894361718
17.199999999999974	0.29944619544956025	9.124925906834935	2.6854301510397303	16.17409607175478	13.284125487467843	0.25777992268410677	0.048	6.1889474878285e-8	0.7	0.0001	0.45342924453050415	0.006570755469490793	1.0036377898767386	0.037583445121913965	1.0	0.0	1.0	0.014813465291307632	0.007406732645653816
17.299999999999976	0.2987380368883871	9.105763846907191	2.6787205489556194	16.140509998687314	13.257667410321837	0.256962850516119	0.048	6.174309064022054e-8	0.7	0.0001	0.4534250389020024	0.006574961097992509	1.0340726066427284	0.03745782616500451	1.0	0.0	1.0	0.014741807398384283	0.0073709036991921415
17.399999999999977	0.2987360783272394	9.105710850238841	2.6787019921265705	16.140417109413608	13.257594235032926	0.25696059071560307	0.048	6.174269984171588e-8	0.7	0.0001	0.4534208335258308	0.006579166474164079	1.0654301354177633	0.03745747873769753	1.0	0.0	1.0	0.014741609212461607	0.007370804606230803
17.49999999999998	0.29873411988360143	9.105657856750128	2.6786834364109544	16.14032422571289	13.257521064134167	0.256958331050672	0.048	6.174236943934375e-8	0.7	0.0001	0.45341662840197416	0.006583371598020638	1.097738344341894	0.037457131331235564	1.0	0.0	1.0	0.014741411038430678	0.007370705519215339
17.59999999999998	0.2987321615574674	9.105604866441057	2.6786648818085466	16.140231347585516	13.257447897626001	0.25695607152131733	0.048	6.174180278151198e-8	0.7	0.0001	0.4534124235304174	0.006587576469577344	1.1310260491007547	0.037456783945617356	1.0	0.0	1.0	0.014741212876290766	0.007370606438145383
17.69999999999998	0.29873020334815303	9.105551879290777	2.67864632831421	16.14013847499384	13.257374735476603	0.25695381212786395	0.048	6.174149191906508e-8	0.7	0.0001	0.4534082189111454	0.006591781088849342	1.1653229386036945	0.03745643658084166	1.0	0.0	1.0	0.014741014726039288	0.007370507363019644
17.799999999999983	0.29872824525767905	9.105498895360538	2.678627775943508	16.140045608047394	13.257301577778417	0.2569515528693016	0.048	6.174095901201326e-8	0.7	0.0001	0.453404014544143	0.00659598545585174	1.2006596014401019	0.037456089236907235	1.0	0.0	1.0	0.01474081658767647	0.007370408293838235
17.899999999999984	0.2987262872833361	9.10544591456837	2.6786092246754323	16.139952746599878	13.257228424408076	0.2569492937469598	0.048	6.174061084607274e-8	0.7	0.0001	0.453399810429395	0.006600189570599687	1.237067553136223	0.03745574191381281	1.0	0.0	1.0	0.014740618461201598	0.007370309230600799
