# REGULATION FACTOR GRID
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
regulation factor	phase	time	divisions	damage at end	damage formation	damage repair	status
0.01	phase 1	15.099999999999962	12.0	0.07274959965837428	0.000125	0.004	dead (regular)
0.01	phase 2	4.699999999999999	3.0	0.1945741122742997	0.000125	0.004	dead (regular)
0.01	phase 3	3.2000000000000015	1.0	0.24986702243684017	0.000125	0.004	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07182881822280725	0.000125	0.005	dead (regular)
0.01	phase 2	4.699999999999999	3.0	0.19345511785815664	0.000125	0.005	dead (regular)
0.01	phase 3	3.1000000000000014	1.0	0.2477575459341889	0.000125	0.005	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07091026207398075	0.000125	0.006	dead (regular)
0.01	phase 2	4.699999999999999	3.0	0.19234492704667083	0.000125	0.006	dead (regular)
0.01	phase 3	3.0000000000000013	1.0	0.24571792385766567	0.000125	0.006	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07361741038582546	0.000125	0.007	dead (regular)
0.01	phase 2	4.6	3.0	0.19124460089221318	0.000125	0.007	dead (regular)
0.01	phase 3	2.9000000000000012	1.0	0.24374817160218454	0.000125	0.007	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07286126115765529	0.000125	0.008	dead (regular)
0.01	phase 2	4.6	3.0	0.19015679321851964	0.000125	0.008	dead (regular)
0.01	phase 3	2.800000000000001	1.0	0.24185037053342023	0.000125	0.008	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07399378699161487	0.00015	0.008	dead (regular)
0.01	phase 2	4.6	3.0	0.19066395837399744	0.00015	0.008	dead (regular)
0.01	phase 3	2.9000000000000012	1.0	0.24233066803077663	0.00015	0.008	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07197865196195627	0.000125	0.009	dead (regular)
0.01	phase 2	4.6	3.0	0.18902411002175676	0.000125	0.009	dead (regular)
0.01	phase 3	2.800000000000001	1.0	0.23973908429579538	0.000125	0.009	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.0732349044740736	0.00015	0.009	dead (regular)
0.01	phase 2	4.6	3.0	0.18957843793199988	0.00015	0.009	dead (regular)
0.01	phase 3	2.800000000000001	1.0	0.2404660370689945	0.00015	0.009	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07105238393957376	0.000125	0.01	dead (regular)
0.01	phase 2	4.6	3.0	0.1878095216394026	0.000125	0.01	dead (regular)
0.01	phase 3	11.199999999999976	2.0	0.28421722139126715	0.000125	0.01	dead (regular)
0.01	phase 1	15.199999999999962	12.0	0.07059879203677046	0.00015	0.012	dead (regular)
0.01	phase 2	4.6	3.0	0.1861367498531057	0.00015	0.012	dead (regular)
0.01	phase 3	9.699999999999982	2.0	0.28048259437284884	0.00015	0.012	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07208320314324303	0.000125	0.013	dead (regular)
0.01	phase 2	4.4	3.0	0.18465877403792416	0.000125	0.013	dead (regular)
0.01	phase 3	9.099999999999984	2.0	0.27763375425913306	0.000125	0.013	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07332456110597803	0.00015	0.013	dead (regular)
0.01	phase 2	4.4	3.0	0.18527007137405424	0.00015	0.013	dead (regular)
0.01	phase 3	9.199999999999983	2.0	0.27827127937227475	0.00015	0.013	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07255724087661304	0.00015	0.014	dead (regular)
0.01	phase 2	4.4	3.0	0.18418999396920077	0.00015	0.014	dead (regular)
0.01	phase 3	8.799999999999985	2.0	0.27564160463699494	0.00015	0.014	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07162482137055867	0.00015	0.015	dead (regular)
0.01	phase 2	4.4	3.0	0.18304383847368988	0.00015	0.015	dead (regular)
0.01	phase 3	8.399999999999986	2.0	0.27314680491978877	0.00015	0.015	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07293073893730326	0.000175	0.015	dead (regular)
0.01	phase 2	4.4	3.0	0.18367741964731332	0.000175	0.015	dead (regular)
0.01	phase 3	8.399999999999986	2.0	0.2741629709307957	0.000175	0.015	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07070566608155064	0.00015	0.016	dead (regular)
0.01	phase 2	4.4	3.0	0.18191216148986813	0.00015	0.016	dead (regular)
0.01	phase 3	7.599999999999989	2.0	0.2713326851160361	0.00015	0.016	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07207780088091352	0.000175	0.016	dead (regular)
0.01	phase 2	4.4	3.0	0.1825698349663806	0.000175	0.016	dead (regular)
0.01	phase 3	8.099999999999987	2.0	0.2715194294384313	0.000175	0.016	dead (regular)
0.01	phase 1	15.399999999999961	12.0	0.073380101170814	0.00015	0.017	dead (regular)
0.01	phase 2	4.300000000000001	3.0	0.1807936306336933	0.00015	0.017	dead (regular)
0.01	phase 3	6.999999999999991	2.0	0.2684483879867481	0.00015	0.017	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07115604978896942	0.000175	0.017	dead (regular)
0.01	phase 2	4.4	3.0	0.18143998929258476	0.000175	0.017	dead (regular)
0.01	phase 3	7.19999999999999	2.0	0.26947413720495217	0.000175	0.017	dead (regular)
0.01	phase 1	15.399999999999961	12.0	0.07374635810963319	0.000175	0.018	dead (regular)
0.01	phase 2	4.300000000000001	3.0	0.18032297077364862	0.000175	0.018	dead (regular)
0.01	phase 3	6.5999999999999925	2.0	0.2667129660877324	0.000175	0.018	dead (regular)
0.01	phase 1	15.399999999999961	12.0	0.07299057600375503	0.000175	0.019	dead (regular)
0.01	phase 2	4.300000000000001	3.0	0.17921972859269128	0.000175	0.019	dead (regular)
0.01	phase 3	5.799999999999995	2.0	0.26509202797746945	0.000175	0.019	dead (regular)
0.01	phase 1	15.299999999999962	12.0	0.07067321865183442	0.0002	0.019	dead (regular)
0.01	phase 2	4.4	3.0	0.1798456287011703	0.0002	0.019	dead (regular)
0.01	phase 3	6.199999999999994	2.0	0.26508095404412757	0.0002	0.019	dead (regular)
0.01	phase 1	15.399999999999961	12.0	0.07215916847937305	0.000175	0.02	dead (regular)
0.01	phase 2	4.200000000000001	3.0	0.1784344143684738	0.000175	0.02	dead (regular)
0.01	phase 3	5.1999999999999975	2.0	0.2625907174208549	0.000175	0.02	dead (regular)
0.01	phase 1	15.399999999999961	12.0	0.07333907199124338	0.0002	0.02	dead (regular)
0.01	phase 2	4.300000000000001	3.0	0.1787441441377403	0.0002	0.02	dead (regular)
0.01	phase 3	5.4999999999999964	2.0	0.26310355363434734	0.0002	0.02	dead (regular)
0.015	phase 1	15.399999999999961	12.0	0.059454820297673655	0.0001	0.0	dead (regular)
0.015	phase 2	4.200000000000001	3.0	0.18070040801492196	0.0001	0.0	dead (regular)
0.015	phase 3	21.20000000000003	2.0	0.30605172096652417	0.0001	0.0	dead (regular)
0.015	phase 1	15.399999999999961	12.0	0.05868896191149623	0.0001	0.001	dead (regular)
0.015	phase 2	4.200000000000001	3.0	0.17896130549362807	0.0001	0.001	dead (regular)
0.015	phase 3	12.099999999999973	2.0	0.2992123945445263	0.0001	0.001	dead (regular)
0.015	phase 1	15.399999999999961	12.0	0.05793255453288672	0.0001	0.002	dead (regular)
0.015	phase 2	4.200000000000001	3.0	0.1772483143981146	0.0001	0.002	dead (regular)
0.015	phase 3	10.599999999999978	2.0	0.2936279619490477	0.0001	0.002	dead (regular)
0.015	phase 1	15.499999999999961	12.0	0.06002394707660079	0.0001	0.003	dead (regular)
0.015	phase 2	4.6	3.0	0.17523519598644613	0.0001	0.003	dead (regular)
0.015	phase 3	9.099999999999984	2.0	0.2884814645037784	0.0001	0.003	dead (regular)
0.015	phase 1	16.399999999999963	13.0	0.06574474082768356	0.0001	0.004	dead (regular)
0.015	phase 2	4.799999999999999	3.0	0.19267614714269904	0.0001	0.004	dead (regular)
0.015	phase 3	3.1000000000000014	1.0	0.2474997564500249	0.0001	0.004	dead (regular)
0.015	phase 1	15.399999999999961	12.0	0.058174332875167364	0.000125	0.004	dead (regular)
0.015	phase 2	4.200000000000001	3.0	0.1762605505802698	0.000125	0.004	dead (regular)
0.015	phase 3	9.099999999999984	2.0	0.28718348581008096	0.000125	0.004	dead (regular)
0.015	phase 1	15.399999999999961	12.0	0.05742751119063474	0.000125	0.005	dead (regular)
0.015	phase 2	4.699999999999999	3.0	0.174165721137953	0.000125	0.005	dead (regular)
0.015	phase 3	6.499999999999993	2.0	0.2828702156699992	0.000125	0.005	dead (regular)
0.015	phase 1	16.399999999999963	13.0	0.06590563186033656	0.000125	0.006	dead (regular)
0.015	phase 2	4.799999999999999	3.0	0.1915296130171843	0.000125	0.006	dead (regular)
0.015	phase 3	3.0000000000000013	1.0	0.24467731359012662	0.000125	0.006	dead (regular)
0.015	phase 1	16.399999999999963	13.0	0.06500616682927692	0.000125	0.007	dead (regular)
0.015	phase 2	4.799999999999999	3.0	0.1913601394268094	0.000125	0.007	dead (regular)
0.015	phase 3	3.0000000000000013	1.0	0.24372905886030782	0.000125	0.007	dead (regular)
0.015	phase 1	16.499999999999964	13.0	0.06759011478060341	0.000125	0.008	dead (regular)
0.015	phase 2	4.699999999999999	3.0	0.1911282036221421	0.000125	0.008	dead (regular)
